"filename", "language", "C#", "XML", "HTML", "Markdown", "MS SQL", "JSON", "comment", "blank", "total"
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.IO.4.3.0\ref\netstandard1.5\es\System.IO.xml", "XML", 0, 2090, 0, 0, 0, 0, 0, 0, 2090
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.IO.4.3.0\ref\netstandard1.5\fr\System.IO.xml", "XML", 0, 2201, 0, 0, 0, 0, 0, 0, 2201
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.IO.4.3.0\ref\netstandard1.5\it\System.IO.xml", "XML", 0, 2123, 0, 0, 0, 0, 0, 0, 2123
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.IO.4.3.0\ref\netstandard1.5\ja\System.IO.xml", "XML", 0, 2264, 0, 0, 0, 0, 0, 0, 2264
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.IO.4.3.0\ref\netstandard1.5\ko\System.IO.xml", "XML", 0, 2262, 0, 0, 0, 0, 0, 0, 2262
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.IO.4.3.0\ref\netstandard1.5\ru\System.IO.xml", "XML", 0, 2023, 0, 0, 0, 0, 0, 0, 2023
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.IO.4.3.0\ref\netstandard1.5\zh-hans\System.IO.xml", "XML", 0, 2237, 0, 0, 0, 0, 0, 0, 2237
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.IO.4.3.0\ref\netstandard1.5\zh-hant\System.IO.xml", "XML", 0, 2246, 0, 0, 0, 0, 0, 0, 2246
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.IO.Packaging.6.0.0\buildTransitive\netcoreapp2.0\System.IO.Packaging.targets", "XML", 0, 6, 0, 0, 0, 0, 0, 1, 7
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.IO.Packaging.6.0.0\lib\net461\System.IO.Packaging.xml", "XML", 0, 435, 0, 0, 0, 0, 0, 1, 436
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.IO.Packaging.6.0.0\lib\net6.0\System.IO.Packaging.xml", "XML", 0, 2891, 0, 0, 0, 0, 0, 21, 2912
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.IO.Packaging.6.0.0\lib\netstandard2.0\System.IO.Packaging.xml", "XML", 0, 3000, 0, 0, 0, 0, 0, 21, 3021
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Memory.4.5.4\lib\net461\System.Memory.xml", "XML", 0, 353, 0, 0, 0, 0, 0, 2, 355
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Memory.4.5.4\lib\netstandard1.1\System.Memory.xml", "XML", 0, 353, 0, 0, 0, 0, 0, 2, 355
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Memory.4.5.4\lib\netstandard2.0\System.Memory.xml", "XML", 0, 353, 0, 0, 0, 0, 0, 2, 355
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Numerics.Vectors.4.5.0\lib\net46\System.Numerics.Vectors.xml", "XML", 0, 2621, 0, 0, 0, 0, 0, 0, 2621
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Numerics.Vectors.4.5.0\lib\netstandard1.0\System.Numerics.Vectors.xml", "XML", 0, 2621, 0, 0, 0, 0, 0, 0, 2621
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Numerics.Vectors.4.5.0\lib\netstandard2.0\System.Numerics.Vectors.xml", "XML", 0, 2621, 0, 0, 0, 0, 0, 0, 2621
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Numerics.Vectors.4.5.0\lib\portable-net45+win8+wp8+wpa81\System.Numerics.Vectors.xml", "XML", 0, 2621, 0, 0, 0, 0, 0, 0, 2621
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Numerics.Vectors.4.5.0\ref\net45\System.Numerics.Vectors.xml", "XML", 0, 2621, 0, 0, 0, 0, 0, 0, 2621
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Numerics.Vectors.4.5.0\ref\net46\System.Numerics.Vectors.xml", "XML", 0, 2621, 0, 0, 0, 0, 0, 0, 2621
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Numerics.Vectors.4.5.0\ref\netstandard1.0\System.Numerics.Vectors.xml", "XML", 0, 2621, 0, 0, 0, 0, 0, 0, 2621
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Numerics.Vectors.4.5.0\ref\netstandard2.0\System.Numerics.Vectors.xml", "XML", 0, 2621, 0, 0, 0, 0, 0, 0, 2621
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netcore50\System.Runtime.xml", "XML", 0, 15642, 0, 0, 0, 0, 0, 0, 15642
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netcore50\de\System.Runtime.xml", "XML", 0, 15647, 0, 0, 0, 0, 0, 0, 15647
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netcore50\es\System.Runtime.xml", "XML", 0, 15620, 0, 0, 0, 0, 0, 0, 15620
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netcore50\fr\System.Runtime.xml", "XML", 0, 15856, 0, 0, 0, 0, 0, 0, 15856
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netcore50\it\System.Runtime.xml", "XML", 0, 15649, 0, 0, 0, 0, 0, 0, 15649
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netcore50\ja\System.Runtime.xml", "XML", 0, 16970, 0, 0, 0, 0, 0, 0, 16970
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netcore50\ko\System.Runtime.xml", "XML", 0, 16922, 0, 0, 0, 0, 0, 0, 16922
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netcore50\ru\System.Runtime.xml", "XML", 0, 15262, 0, 0, 0, 0, 0, 0, 15262
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netcore50\zh-hans\System.Runtime.xml", "XML", 0, 15922, 0, 0, 0, 0, 0, 0, 15922
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netcore50\zh-hant\System.Runtime.xml", "XML", 0, 15977, 0, 0, 0, 0, 0, 0, 15977
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.0\System.Runtime.xml", "XML", 0, 15642, 0, 0, 0, 0, 0, 0, 15642
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.0\de\System.Runtime.xml", "XML", 0, 15647, 0, 0, 0, 0, 0, 0, 15647
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.0\es\System.Runtime.xml", "XML", 0, 15620, 0, 0, 0, 0, 0, 0, 15620
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.0\fr\System.Runtime.xml", "XML", 0, 15856, 0, 0, 0, 0, 0, 0, 15856
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.0\it\System.Runtime.xml", "XML", 0, 15649, 0, 0, 0, 0, 0, 0, 15649
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.0\ja\System.Runtime.xml", "XML", 0, 16970, 0, 0, 0, 0, 0, 0, 16970
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.0\ko\System.Runtime.xml", "XML", 0, 16922, 0, 0, 0, 0, 0, 0, 16922
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.0\ru\System.Runtime.xml", "XML", 0, 15262, 0, 0, 0, 0, 0, 0, 15262
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.0\zh-hans\System.Runtime.xml", "XML", 0, 15922, 0, 0, 0, 0, 0, 0, 15922
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.0\zh-hant\System.Runtime.xml", "XML", 0, 15977, 0, 0, 0, 0, 0, 0, 15977
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.2\System.Runtime.xml", "XML", 0, 15642, 0, 0, 0, 0, 0, 0, 15642
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.2\de\System.Runtime.xml", "XML", 0, 15647, 0, 0, 0, 0, 0, 0, 15647
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.2\es\System.Runtime.xml", "XML", 0, 15620, 0, 0, 0, 0, 0, 0, 15620
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.2\fr\System.Runtime.xml", "XML", 0, 15856, 0, 0, 0, 0, 0, 0, 15856
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.2\it\System.Runtime.xml", "XML", 0, 15649, 0, 0, 0, 0, 0, 0, 15649
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.2\ja\System.Runtime.xml", "XML", 0, 16970, 0, 0, 0, 0, 0, 0, 16970
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.2\ko\System.Runtime.xml", "XML", 0, 16922, 0, 0, 0, 0, 0, 0, 16922
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.2\ru\System.Runtime.xml", "XML", 0, 15262, 0, 0, 0, 0, 0, 0, 15262
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.2\zh-hans\System.Runtime.xml", "XML", 0, 15922, 0, 0, 0, 0, 0, 0, 15922
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.2\zh-hant\System.Runtime.xml", "XML", 0, 15977, 0, 0, 0, 0, 0, 0, 15977
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.3\System.Runtime.xml", "XML", 0, 15642, 0, 0, 0, 0, 0, 0, 15642
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.3\de\System.Runtime.xml", "XML", 0, 15647, 0, 0, 0, 0, 0, 0, 15647
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.3\es\System.Runtime.xml", "XML", 0, 15620, 0, 0, 0, 0, 0, 0, 15620
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.3\fr\System.Runtime.xml", "XML", 0, 15856, 0, 0, 0, 0, 0, 0, 15856
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.3\it\System.Runtime.xml", "XML", 0, 15649, 0, 0, 0, 0, 0, 0, 15649
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.3\ja\System.Runtime.xml", "XML", 0, 16970, 0, 0, 0, 0, 0, 0, 16970
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.3\ko\System.Runtime.xml", "XML", 0, 16922, 0, 0, 0, 0, 0, 0, 16922
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.3\ru\System.Runtime.xml", "XML", 0, 15262, 0, 0, 0, 0, 0, 0, 15262
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.3\zh-hans\System.Runtime.xml", "XML", 0, 15922, 0, 0, 0, 0, 0, 0, 15922
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.3\zh-hant\System.Runtime.xml", "XML", 0, 15977, 0, 0, 0, 0, 0, 0, 15977
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.5\System.Runtime.xml", "XML", 0, 15642, 0, 0, 0, 0, 0, 0, 15642
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.5\de\System.Runtime.xml", "XML", 0, 15647, 0, 0, 0, 0, 0, 0, 15647
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.5\es\System.Runtime.xml", "XML", 0, 15620, 0, 0, 0, 0, 0, 0, 15620
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.5\fr\System.Runtime.xml", "XML", 0, 15856, 0, 0, 0, 0, 0, 0, 15856
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.5\it\System.Runtime.xml", "XML", 0, 15649, 0, 0, 0, 0, 0, 0, 15649
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.5\ja\System.Runtime.xml", "XML", 0, 16970, 0, 0, 0, 0, 0, 0, 16970
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.5\ko\System.Runtime.xml", "XML", 0, 16922, 0, 0, 0, 0, 0, 0, 16922
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.5\ru\System.Runtime.xml", "XML", 0, 15262, 0, 0, 0, 0, 0, 0, 15262
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.5\zh-hans\System.Runtime.xml", "XML", 0, 15922, 0, 0, 0, 0, 0, 0, 15922
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.4.3.0\ref\netstandard1.5\zh-hant\System.Runtime.xml", "XML", 0, 15977, 0, 0, 0, 0, 0, 0, 15977
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.CompilerServices.Unsafe.4.7.0\lib\netcoreapp2.0\System.Runtime.CompilerServices.Unsafe.xml", "XML", 0, 252, 0, 0, 0, 0, 0, 0, 252
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.CompilerServices.Unsafe.4.7.0\lib\netstandard1.0\System.Runtime.CompilerServices.Unsafe.xml", "XML", 0, 252, 0, 0, 0, 0, 0, 0, 252
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.CompilerServices.Unsafe.4.7.0\lib\netstandard2.0\System.Runtime.CompilerServices.Unsafe.xml", "XML", 0, 252, 0, 0, 0, 0, 0, 0, 252
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.CompilerServices.Unsafe.4.7.0\ref\netstandard1.0\System.Runtime.CompilerServices.Unsafe.xml", "XML", 0, 252, 0, 0, 0, 0, 0, 0, 252
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Runtime.CompilerServices.Unsafe.4.7.0\ref\netstandard2.0\System.Runtime.CompilerServices.Unsafe.xml", "XML", 0, 252, 0, 0, 0, 0, 0, 0, 252
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.Encoding.4.3.0\ref\netstandard1.3\System.Security.Cryptography.Encoding.xml", "XML", 0, 204, 0, 0, 0, 0, 0, 0, 204
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.Encoding.4.3.0\ref\netstandard1.3\de\System.Security.Cryptography.Encoding.xml", "XML", 0, 204, 0, 0, 0, 0, 0, 0, 204
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.Encoding.4.3.0\ref\netstandard1.3\es\System.Security.Cryptography.Encoding.xml", "XML", 0, 202, 0, 0, 0, 0, 0, 0, 202
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.Encoding.4.3.0\ref\netstandard1.3\fr\System.Security.Cryptography.Encoding.xml", "XML", 0, 204, 0, 0, 0, 0, 0, 0, 204
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.Encoding.4.3.0\ref\netstandard1.3\it\System.Security.Cryptography.Encoding.xml", "XML", 0, 204, 0, 0, 0, 0, 0, 0, 204
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.Encoding.4.3.0\ref\netstandard1.3\ja\System.Security.Cryptography.Encoding.xml", "XML", 0, 236, 0, 0, 0, 0, 0, 0, 236
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.Encoding.4.3.0\ref\netstandard1.3\ko\System.Security.Cryptography.Encoding.xml", "XML", 0, 235, 0, 0, 0, 0, 0, 0, 235
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.Encoding.4.3.0\ref\netstandard1.3\ru\System.Security.Cryptography.Encoding.xml", "XML", 0, 197, 0, 0, 0, 0, 0, 0, 197
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.Encoding.4.3.0\ref\netstandard1.3\zh-hans\System.Security.Cryptography.Encoding.xml", "XML", 0, 214, 0, 0, 0, 0, 0, 0, 214
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.Encoding.4.3.0\ref\netstandard1.3\zh-hant\System.Security.Cryptography.Encoding.xml", "XML", 0, 212, 0, 0, 0, 0, 0, 0, 212
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.3\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1556, 0, 0, 0, 0, 0, 0, 1556
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.3\de\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1558, 0, 0, 0, 0, 0, 0, 1558
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.3\es\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1563, 0, 0, 0, 0, 0, 0, 1563
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.3\fr\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1570, 0, 0, 0, 0, 0, 0, 1570
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.3\it\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1559, 0, 0, 0, 0, 0, 0, 1559
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.3\ja\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1723, 0, 0, 0, 0, 0, 0, 1723
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.3\ko\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1726, 0, 0, 0, 0, 0, 0, 1726
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.3\ru\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1523, 0, 0, 0, 0, 0, 0, 1523
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.3\zh-hans\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1633, 0, 0, 0, 0, 0, 0, 1633
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.3\zh-hant\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1646, 0, 0, 0, 0, 0, 0, 1646
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.4\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1556, 0, 0, 0, 0, 0, 0, 1556
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.4\de\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1558, 0, 0, 0, 0, 0, 0, 1558
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.4\es\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1563, 0, 0, 0, 0, 0, 0, 1563
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.4\fr\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1570, 0, 0, 0, 0, 0, 0, 1570
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.4\it\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1559, 0, 0, 0, 0, 0, 0, 1559
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.4\ja\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1723, 0, 0, 0, 0, 0, 0, 1723
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.4\ko\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1726, 0, 0, 0, 0, 0, 0, 1726
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.4\ru\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1523, 0, 0, 0, 0, 0, 0, 1523
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.4\zh-hans\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1633, 0, 0, 0, 0, 0, 0, 1633
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Security.Cryptography.X509Certificates.4.3.0\ref\netstandard1.4\zh-hant\System.Security.Cryptography.X509Certificates.xml", "XML", 0, 1646, 0, 0, 0, 0, 0, 0, 1646
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netcore50\System.Text.RegularExpressions.xml", "XML", 0, 844, 0, 0, 0, 0, 0, 0, 844
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netcore50\de\System.Text.RegularExpressions.xml", "XML", 0, 844, 0, 0, 0, 0, 0, 0, 844
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netcore50\es\System.Text.RegularExpressions.xml", "XML", 0, 808, 0, 0, 0, 0, 0, 0, 808
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netcore50\fr\System.Text.RegularExpressions.xml", "XML", 0, 844, 0, 0, 0, 0, 0, 0, 844
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netcore50\it\System.Text.RegularExpressions.xml", "XML", 0, 843, 0, 0, 0, 0, 0, 0, 843
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netcore50\ja\System.Text.RegularExpressions.xml", "XML", 0, 864, 0, 0, 0, 0, 0, 0, 864
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netcore50\ko\System.Text.RegularExpressions.xml", "XML", 0, 863, 0, 0, 0, 0, 0, 0, 863
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netcore50\ru\System.Text.RegularExpressions.xml", "XML", 0, 777, 0, 0, 0, 0, 0, 0, 777
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netcore50\zh-hans\System.Text.RegularExpressions.xml", "XML", 0, 849, 0, 0, 0, 0, 0, 0, 849
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netcore50\zh-hant\System.Text.RegularExpressions.xml", "XML", 0, 852, 0, 0, 0, 0, 0, 0, 852
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\System.Text.RegularExpressions.xml", "XML", 0, 844, 0, 0, 0, 0, 0, 0, 844
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\de\System.Text.RegularExpressions.xml", "XML", 0, 844, 0, 0, 0, 0, 0, 0, 844
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\es\System.Text.RegularExpressions.xml", "XML", 0, 808, 0, 0, 0, 0, 0, 0, 808
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\fr\System.Text.RegularExpressions.xml", "XML", 0, 844, 0, 0, 0, 0, 0, 0, 844
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\it\System.Text.RegularExpressions.xml", "XML", 0, 843, 0, 0, 0, 0, 0, 0, 843
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\ja\System.Text.RegularExpressions.xml", "XML", 0, 864, 0, 0, 0, 0, 0, 0, 864
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\ko\System.Text.RegularExpressions.xml", "XML", 0, 863, 0, 0, 0, 0, 0, 0, 863
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\ru\System.Text.RegularExpressions.xml", "XML", 0, 777, 0, 0, 0, 0, 0, 0, 777
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\zh-hans\System.Text.RegularExpressions.xml", "XML", 0, 849, 0, 0, 0, 0, 0, 0, 849
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\zh-hant\System.Text.RegularExpressions.xml", "XML", 0, 852, 0, 0, 0, 0, 0, 0, 852
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\System.Text.RegularExpressions.xml", "XML", 0, 844, 0, 0, 0, 0, 0, 0, 844
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\de\System.Text.RegularExpressions.xml", "XML", 0, 844, 0, 0, 0, 0, 0, 0, 844
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\es\System.Text.RegularExpressions.xml", "XML", 0, 808, 0, 0, 0, 0, 0, 0, 808
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\fr\System.Text.RegularExpressions.xml", "XML", 0, 844, 0, 0, 0, 0, 0, 0, 844
"c:\Users\herma\source\repos\SistemaVenta\App\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\it\System.Text.RegularExpressions.xml", "XML", 0, 843, 0, 0, 0, 0, 0, 0, 843
